Date,Open,High,Low,Close,AdjClose,Volume
2023-08-17,0.000009,0.000009,0.000008,0.000008,0.000008,494672123
2023-08-18,0.000008,0.000009,0.000008,0.000009,0.000009,328219902
2023-08-19,0.000009,0.000009,0.000008,0.000008,0.000008,175389528
2023-08-20,0.000008,0.000008,0.000008,0.000008,0.000008,148506656
2023-08-21,0.000008,0.000008,0.000008,0.000008,0.000008,182113256
2023-08-22,0.000008,0.000008,0.000008,0.000008,0.000008,168923810
2023-08-23,0.000008,0.000009,0.000008,0.000008,0.000008,217024001
2023-08-24,0.000008,0.000008,0.000008,0.000008,0.000008,131422960
2023-08-25,0.000008,0.000008,0.000008,0.000008,0.000008,139371203
2023-08-26,0.000008,0.000008,0.000008,0.000008,0.000008,88453771
2023-08-27,0.000008,0.000008,0.000008,0.000008,0.000008,81351579
2023-08-28,0.000008,0.000008,0.000008,0.000008,0.000008,128284967
2023-08-29,0.000008,0.000008,0.000008,0.000008,0.000008,169043538
2023-08-30,0.000008,0.000008,0.000008,0.000008,0.000008,120300970
2023-08-31,0.000008,0.000008,0.000008,0.000008,0.000008,120947458
2023-09-01,0.000008,0.000008,0.000008,0.000008,0.000008,103722724
2023-09-02,0.000008,0.000008,0.000008,0.000008,0.000008,79253487
2023-09-03,0.000008,0.000008,0.000008,0.000008,0.000008,81621974
2023-09-04,0.000008,0.000008,0.000007,0.000007,0.000007,100560645
2023-09-05,0.000007,0.000008,0.000007,0.000008,0.000008,88484803
2023-09-06,0.000008,0.000008,0.000008,0.000008,0.000008,102388760
2023-09-07,0.000008,0.000008,0.000008,0.000008,0.000008,93343656
2023-09-08,0.000008,0.000008,0.000008,0.000008,0.000008,71679178
2023-09-09,0.000008,0.000008,0.000008,0.000008,0.000008,51836906
2023-09-10,0.000008,0.000008,0.000007,0.000007,0.000007,91324810
2023-09-11,0.000007,0.000007,0.000007,0.000007,0.000007,121420772
2023-09-12,0.000007,0.000007,0.000007,0.000007,0.000007,95261240
2023-09-13,0.000007,0.000007,0.000007,0.000007,0.000007,78812790
2023-09-14,0.000007,0.000007,0.000007,0.000007,0.000007,75774523
2023-09-15,0.000007,0.000007,0.000007,0.000007,0.000007,69764122
2023-09-16,0.000007,0.000008,0.000007,0.000007,0.000007,65775612
2023-09-17,0.000007,0.000007,0.000007,0.000007,0.000007,70966087
2023-09-18,0.000007,0.000007,0.000007,0.000007,0.000007,83713551
2023-09-19,0.000007,0.000007,0.000007,0.000007,0.000007,74731362
2023-09-20,0.000007,0.000007,0.000007,0.000007,0.000007,90351669
2023-09-21,0.000007,0.000008,0.000007,0.000007,0.000007,95711310
2023-09-22,0.000007,0.000007,0.000007,0.000007,0.000007,69112892
2023-09-23,0.000007,0.000008,0.000007,0.000008,0.000008,133763229
2023-09-24,0.000008,0.000008,0.000007,0.000007,0.000007,91681495
2023-09-25,0.000007,0.000007,0.000007,0.000007,0.000007,74956820
2023-09-26,0.000007,0.000007,0.000007,0.000007,0.000007,62252388
2023-09-27,0.000007,0.000007,0.000007,0.000007,0.000007,79818891
2023-09-28,0.000007,0.000007,0.000007,0.000007,0.000007,70874096
2023-09-29,0.000007,0.000007,0.000007,0.000007,0.000007,85364141
2023-09-30,0.000007,0.000007,0.000007,0.000007,0.000007,65748769
